employee_id,first_name,middle_name,last_name,preferred_name,email,phone,mobile_phone,date_of_birth,age,gender,race,ethnicity,veteran_status,disability_status,marital_status,hire_date,original_hire_date,tenure_years,tenure_months,employment_status,employment_type,job_title,job_code,job_family,job_sub_family,job_function,job_level,salary,hourly_rate,pay_frequency,pay_type,pay_grade,currency,fte,standard_hours,overtime_eligible,department,division,business_unit,cost_center,location,city,state,country,country_code,zip_code,office,work_location_type,remote_status,manager_id,manager_name,manager_email,reports_count,span_of_control,org_level,dotted_line_manager_id,performance_rating,performance_score,last_review_date,next_review_date,promotion_eligible,flight_risk,regrettable_loss_risk,skill_level,benefits_status,pto_balance,sick_balance,leave_accrual_rate,insurance_plan,retirement_plan,401k_contribution_pct,work_authorization,visa_type,visa_expiration,i9_status,background_check_status,drug_test_status,employee_number,badge_id,start_date,termination_date,termination_reason,rehire_eligible,last_promotion_date,time_in_role_months,previous_title,education_level
E300425,Patricia,A,Smith,Patricia,patricia.smith@financecorp.com,(556) 692-9445,(473) 849-9359,1988-10-20,32,Female,Hispanic,Not Hispanic,Not a Veteran,No,Married,2017-10-30,2017-10-30,8,100,Active,Full-time,Portfolio Manager,FIN5279,Finance,Accounting,Portfolio,IC2,161621,77.7,Biweekly,Salary,G10,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-893,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,Hybrid,E300018,Richard Thompson,richard.thompson@financecorp.com,2,5,8,,Meets Expectations,3,2025-09-13,2026-05-20,Yes,Low,Low,Intermediate,Enrolled,170,67,7.33 hours per pay period,PPO Plan,401k,5,US Citizen,,,Verified,Cleared,Passed,EN300425,BADGE3425,2017-10-30,,,Yes,2020-05-30,10,,PhD
E300426,Elizabeth,R,Thomas,Elizabeth,elizabeth.thomas@financecorp.com,(661) 624-9347,(469) 807-3895,1995-03-22,45,Female,Asian,Not Hispanic,Not a Veteran,No,Single,2021-02-28,2021-02-28,4,60,Active,Full-time,Senior Financial Analyst,FIN1977,Finance,Investment Banking,Senior,IC5,66417,31.93,Biweekly,Salary,G6,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-295,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,On-site,E300006,Richard Thompson,richard.thompson@financecorp.com,0,0,5,,Meets Expectations,4,2025-02-21,2026-04-18,No,Medium,High,Expert,Enrolled,105,47,7.33 hours per pay period,HDHP Plan,401k,8,US Citizen,,,Verified,Cleared,Passed,EN300426,BADGE3426,2021-02-28,,,Yes,2023-05-25,2,Associate,PhD
E300427,Mary,,Miller,Mary,mary.miller@financecorp.com,(577) 377-7534,(299) 520-3298,1983-12-07,33,Female,Asian,Not Hispanic,Not a Veteran,No,Married,2018-08-13,2018-08-13,7,91,Active,Full-time,Investment Banker,FIN8184,Finance,Investment Banking,Investment,IC4,130752,62.86,Biweekly,Salary,G11,USD,1.0,40,No,Investment Banking,Corporate Finance,Investment Services,CC-FIN-453,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,On-site,E300010,Richard Thompson,richard.thompson@financecorp.com,0,0,7,,Meets Expectations,3,2025-04-11,2026-05-22,Yes,Low,High,Advanced,Enrolled,168,61,7.33 hours per pay period,PPO Plan,401k,4,US Citizen,,,Verified,Cleared,Passed,EN300427,BADGE3427,2018-08-13,,,Yes,2020-05-21,60,Associate,Bachelor's
E300428,Michael,,Anderson,Michael,michael.anderson@financecorp.com,(802) 983-7449,(652) 379-9645,1993-02-01,39,Male,Asian,Not Hispanic,Not a Veteran,No,Single,2025-08-02,2025-08-02,0,6,Active,Full-time,Senior Financial Analyst,FIN4552,Finance,Investment Banking,Senior,M1,96400,46.35,Biweekly,Salary,G7,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-406,"Chicago, IL",Chicago,IL,United States,USA,60601,Chicago Financial District,Office,On-site,E300016,Richard Thompson,richard.thompson@financecorp.com,0,0,5,,Meets Expectations,2,2025-03-10,2026-08-10,No,Medium,Medium,Advanced,Enrolled,145,66,7.33 hours per pay period,HDHP Plan,401k,8,US Citizen,,,Verified,Cleared,Passed,EN300428,BADGE3428,2025-08-02,,,Yes,,4,,MBA
E300429,Michael,J,Jones,Michael,michael.jones@financecorp.com,(704) 863-8707,(385) 741-8575,1976-11-09,29,Female,Hispanic,Not Hispanic,Not a Veteran,No,Married,2016-05-22,2016-05-22,9,118,Active,Full-time,Senior Financial Analyst,FIN8283,Finance,Investment Banking,Senior,IC1,71555,34.4,Biweekly,Salary,G9,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-786,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,On-site,E300001,Richard Thompson,richard.thompson@financecorp.com,0,0,4,,Meets Expectations,2,2025-02-13,2026-07-23,No,Medium,Medium,Intermediate,Enrolled,177,78,7.33 hours per pay period,PPO Plan,401k,10,US Citizen,,,Verified,Cleared,Passed,EN300429,BADGE3429,2016-05-22,,,Yes,2019-09-12,101,Associate,Bachelor's
E300430,Mary,R,Johnson,Mary,mary.johnson@financecorp.com,(832) 839-9195,(245) 931-7153,1994-04-09,51,Male,Asian,Not Hispanic,Not a Veteran,No,Married,2024-05-26,2024-05-26,1,20,Active,Full-time,VP Finance,FIN3348,Finance,Accounting,VP,IC4,192575,92.58,Biweekly,Salary,G8,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-979,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,On-site,E300009,Richard Thompson,richard.thompson@financecorp.com,2,0,8,,Meets Expectations,5,2025-02-17,2026-04-20,No,Low,Medium,Intermediate,Enrolled,85,69,7.33 hours per pay period,HDHP Plan,401k,10,US Citizen,,,Verified,Cleared,Passed,EN300430,BADGE3430,2024-05-26,,,Yes,,18,,Master's
E300431,Linda,J,Jones,Linda,linda.jones@financecorp.com,(444) 854-3252,(403) 644-9509,1981-10-13,42,Female,Hispanic,Not Hispanic,Not a Veteran,No,Divorced,2021-01-15,2021-01-15,5,61,Active,Full-time,Quantitative Analyst,FIN1220,Finance,Investment Banking,Quantitative,IC5,81665,39.26,Biweekly,Salary,G8,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-443,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,On-site,E300010,Richard Thompson,richard.thompson@financecorp.com,0,0,5,,Exceeds Expectations,3,2025-10-30,2026-07-03,Yes,Low,Low,Advanced,Enrolled,117,70,7.33 hours per pay period,HDHP Plan,401k,8,US Citizen,,,Verified,Cleared,Passed,EN300431,BADGE3431,2021-01-15,,,Yes,2024-01-08,32,Analyst,Bachelor's
E300432,Mary,R,Davis,Mary,mary.davis@financecorp.com,(780) 944-7082,(237) 840-6565,2000-10-21,28,Female,White,Hispanic,Not a Veteran,No,Divorced,2023-11-11,2023-11-11,2,27,Active,Full-time,Trader,FIN5359,Finance,Accounting,Trader,IC4,105817,50.87,Biweekly,Salary,G7,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-616,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,On-site,E300020,Richard Thompson,richard.thompson@financecorp.com,0,0,7,,Meets Expectations,5,2025-11-14,2026-06-04,Yes,Low,Low,Advanced,Enrolled,197,78,7.33 hours per pay period,HDHP Plan,401k,10,US Citizen,,,Verified,Cleared,Passed,EN300432,BADGE3432,2023-11-11,,,Yes,,15,,Bachelor's
E300433,Jennifer,,Jones,Jennifer,jennifer.jones@financecorp.com,(243) 892-1369,(506) 882-9926,1980-07-27,44,Female,Black,Hispanic,Not a Veteran,No,Divorced,2019-06-23,2019-06-23,6,80,Active,Full-time,VP Finance,FIN6363,Finance,Accounting,VP,E1,210423,101.16,Biweekly,Salary,G10,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-627,"Chicago, IL",Chicago,IL,United States,USA,60601,Chicago Financial District,Office,On-site,E300003,Richard Thompson,richard.thompson@financecorp.com,1,0,5,,Meets Expectations,4,2025-10-24,2026-06-06,No,High,Medium,Intermediate,Enrolled,196,48,7.33 hours per pay period,PPO Plan,401k,6,US Citizen,,,Verified,Cleared,Passed,EN300433,BADGE3433,2019-06-23,,,Yes,2021-05-28,38,Analyst,MBA
E300434,Linda,,Williams,Linda,linda.williams@financecorp.com,(269) 644-6950,(439) 920-8977,1994-10-27,48,Male,Asian,Not Hispanic,Not a Veteran,No,Married,2018-02-24,2018-02-24,7,97,Active,Full-time,Controller,FIN9811,Finance,Accounting,Controller,IC1,90473,43.5,Biweekly,Salary,G12,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-251,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,On-site,E300017,Richard Thompson,richard.thompson@financecorp.com,0,0,8,,Meets Expectations,4,2025-12-05,2026-07-22,Yes,High,High,Advanced,Enrolled,90,47,7.33 hours per pay period,HDHP Plan,401k,5,US Citizen,,,Verified,Cleared,Passed,EN300434,BADGE3434,2018-02-24,,,Yes,2021-12-07,73,Associate,MBA
E300435,Robert,J,Thomas,Robert,robert.thomas@financecorp.com,(955) 897-5334,(629) 559-3559,1992-01-19,55,Male,Asian,Hispanic,Not a Veteran,No,Married,2020-09-01,2020-09-01,5,66,Active,Full-time,Audit Manager,FIN9616,Finance,Accounting,Audit,IC1,71662,34.45,Biweekly,Salary,G8,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-857,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,On-site,E300021,Richard Thompson,richard.thompson@financecorp.com,4,4,6,,Exceeds Expectations,4,2025-11-03,2026-08-03,No,Medium,Medium,Expert,Enrolled,112,55,7.33 hours per pay period,HDHP Plan,401k,4,US Citizen,,,Verified,Cleared,Passed,EN300435,BADGE3435,2020-09-01,,,Yes,2023-07-13,14,Analyst,Master's
E300436,William,,Brown,William,william.brown@financecorp.com,(509) 880-4728,(326) 969-6189,1986-07-26,27,Male,Hispanic,Hispanic,Not a Veteran,No,Married,2022-07-01,2022-07-01,3,44,Active,Full-time,Controller,FIN6302,Finance,Accounting,Controller,M2,99149,47.67,Biweekly,Salary,G8,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-433,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,On-site,E300020,Richard Thompson,richard.thompson@financecorp.com,0,0,4,,Meets Expectations,2,2025-07-20,2026-05-12,Yes,Low,High,Advanced,Enrolled,190,74,7.33 hours per pay period,HDHP Plan,401k,10,US Citizen,,,Verified,Cleared,Passed,EN300436,BADGE3436,2022-07-01,,,Yes,2025-11-23,1,,PhD
E300437,Elizabeth,,Wilson,Elizabeth,elizabeth.wilson@financecorp.com,(388) 575-5845,(471) 982-3428,1991-01-27,42,Female,Hispanic,Not Hispanic,Not a Veteran,No,Married,2021-01-11,2021-01-11,5,61,Active,Full-time,Treasury Analyst,FIN3421,Finance,Investment Banking,Treasury,IC5,60406,29.04,Biweekly,Salary,G10,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-888,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,On-site,E300010,Richard Thompson,richard.thompson@financecorp.com,0,0,5,,Meets Expectations,2,2025-03-26,2026-08-03,Yes,High,Low,Advanced,Enrolled,124,60,7.33 hours per pay period,HDHP Plan,401k,10,US Citizen,,,Verified,Cleared,Passed,EN300437,BADGE3437,2021-01-11,,,Yes,2022-07-04,60,Associate,MBA
E300438,James,,Brown,James,james.brown@financecorp.com,(959) 516-1730,(723) 405-2302,1993-04-06,33,Female,Hispanic,Hispanic,Not a Veteran,No,Divorced,2017-10-11,2017-10-11,8,101,Active,Full-time,CFO,FIN5375,Finance,Accounting,CFO,M1,297273,142.92,Biweekly,Salary,G8,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-507,"Chicago, IL",Chicago,IL,United States,USA,60601,Chicago Financial District,Office,On-site,E300020,Richard Thompson,richard.thompson@financecorp.com,0,0,4,,Meets Expectations,3,2025-10-04,2026-06-10,No,Low,Low,Advanced,Enrolled,144,33,7.33 hours per pay period,PPO Plan,401k,6,US Citizen,,,Verified,Cleared,Passed,EN300438,BADGE3438,2017-10-11,,,Yes,2021-03-17,6,Associate,PhD
E300439,Patricia,,Jones,Patricia,patricia.jones@financecorp.com,(865) 369-1903,(559) 470-7310,1990-12-03,38,Male,Black,Hispanic,Not a Veteran,No,Married,2023-11-30,2023-11-30,2,26,Active,Full-time,Wealth Advisor,FIN5607,Finance,Accounting,Wealth,E1,75757,36.42,Biweekly,Salary,G8,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-408,"Chicago, IL",Chicago,IL,United States,USA,60601,Chicago Financial District,Office,Hybrid,E300007,Richard Thompson,richard.thompson@financecorp.com,0,0,3,,Meets Expectations,2,2025-03-14,2026-05-15,Yes,Low,Low,Advanced,Enrolled,78,79,7.33 hours per pay period,HDHP Plan,401k,10,US Citizen,,,Verified,Cleared,Passed,EN300439,BADGE3439,2023-11-30,,,Yes,,2,,Master's
E300440,James,,Miller,James,james.miller@financecorp.com,(913) 538-2124,(519) 688-1524,1980-04-20,28,Female,Hispanic,Not Hispanic,Not a Veteran,No,Married,2016-11-02,2016-11-02,9,113,Active,Full-time,CFO,FIN6883,Finance,Accounting,CFO,IC2,390246,187.62,Biweekly,Salary,G8,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-358,"Chicago, IL",Chicago,IL,United States,USA,60601,Chicago Financial District,Office,Hybrid,E300009,Richard Thompson,richard.thompson@financecorp.com,0,0,5,,Exceeds Expectations,5,2025-09-02,2026-06-27,No,Low,Low,Expert,Enrolled,72,32,7.33 hours per pay period,HDHP Plan,401k,10,US Citizen,,,Verified,Cleared,Passed,EN300440,BADGE3440,2016-11-02,,,Yes,2018-06-27,40,Analyst,Bachelor's
E300441,Linda,,Davis,Linda,linda.davis@financecorp.com,(968) 572-3890,(655) 954-6683,1991-03-10,36,Female,Black,Not Hispanic,Not a Veteran,No,Single,2021-12-17,2021-12-17,4,50,Active,Full-time,Treasury Analyst,FIN3884,Finance,Investment Banking,Treasury,E1,88357,42.48,Biweekly,Salary,G12,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-603,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,On-site,E300010,Richard Thompson,richard.thompson@financecorp.com,0,0,7,,Meets Expectations,5,2025-09-22,2026-06-09,Yes,Low,Medium,Advanced,Enrolled,192,32,7.33 hours per pay period,HDHP Plan,401k,4,US Citizen,,,Verified,Cleared,Passed,EN300441,BADGE3441,2021-12-17,,,Yes,2025-02-18,26,Analyst,PhD
E300442,Jennifer,A,Wilson,Jennifer,jennifer.wilson@financecorp.com,(769) 241-6460,(590) 614-6264,1980-01-31,32,Male,Asian,Hispanic,Not a Veteran,No,Married,2016-12-13,2016-12-13,9,111,Active,Full-time,Tax Specialist,FIN1419,Finance,Accounting,Tax,M1,74557,35.84,Biweekly,Salary,G7,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-528,"Chicago, IL",Chicago,IL,United States,USA,60601,Chicago Financial District,Office,On-site,E300024,Richard Thompson,richard.thompson@financecorp.com,0,0,5,,Exceeds Expectations,3,2025-04-17,2026-07-26,No,Medium,High,Intermediate,Enrolled,159,65,7.33 hours per pay period,PPO Plan,401k,4,US Citizen,,,Verified,Cleared,Passed,EN300442,BADGE3442,2016-12-13,,,Yes,2018-03-26,18,,MBA
E300443,John,,Anderson,John,john.anderson@financecorp.com,(494) 945-1923,(656) 755-9877,1988-07-07,43,Female,White,Not Hispanic,Not a Veteran,No,Divorced,2019-07-19,2019-07-19,6,80,Active,Full-time,Accountant,FIN9594,Finance,Accounting,Accountant,M1,83146,39.97,Biweekly,Salary,G12,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-639,"Chicago, IL",Chicago,IL,United States,USA,60601,Chicago Financial District,Office,On-site,E300017,Richard Thompson,richard.thompson@financecorp.com,0,0,6,,Meets Expectations,2,2025-08-02,2026-07-08,No,Medium,Low,Intermediate,Enrolled,107,61,7.33 hours per pay period,HDHP Plan,401k,5,US Citizen,,,Verified,Cleared,Passed,EN300443,BADGE3443,2019-07-19,,,Yes,2022-11-15,8,,Bachelor's
E300444,Mary,,Smith,Mary,mary.smith@financecorp.com,(437) 266-4668,(356) 600-9296,1996-09-16,28,Male,Hispanic,Hispanic,Not a Veteran,No,Divorced,2025-03-12,2025-03-12,0,11,Active,Full-time,Audit Manager,FIN1164,Finance,Accounting,Audit,M1,60748,29.21,Biweekly,Salary,G12,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-436,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,Hybrid,E300013,Richard Thompson,richard.thompson@financecorp.com,3,6,4,,Needs Improvement,5,2025-06-06,2026-06-18,Yes,High,Medium,Expert,Enrolled,174,43,7.33 hours per pay period,HDHP Plan,401k,6,US Citizen,,,Verified,Cleared,Passed,EN300444,BADGE3444,2025-03-12,,,Yes,,2,,Master's
E300445,Jennifer,J,Williams,Jennifer,jennifer.williams@financecorp.com,(855) 283-2432,(646) 424-7657,1989-07-24,50,Male,Asian,Not Hispanic,Not a Veteran,No,Single,2022-10-28,2022-10-28,3,40,Active,Full-time,Quantitative Analyst,FIN8088,Finance,Investment Banking,Quantitative,M1,104328,50.16,Biweekly,Salary,G7,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-952,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,Hybrid,E300011,Richard Thompson,richard.thompson@financecorp.com,0,0,6,,Needs Improvement,2,2025-08-22,2026-06-27,No,High,Low,Expert,Enrolled,161,53,7.33 hours per pay period,PPO Plan,401k,10,US Citizen,,,Verified,Cleared,Passed,EN300445,BADGE3445,2022-10-28,,,Yes,2024-05-07,8,,Master's
E300446,Patricia,,Thomas,Patricia,patricia.thomas@financecorp.com,(390) 546-9671,(505) 926-3969,1979-08-01,55,Female,Hispanic,Not Hispanic,Not a Veteran,No,Divorced,2016-06-01,2016-06-01,9,118,Active,Full-time,Portfolio Manager,FIN3009,Finance,Accounting,Portfolio,IC1,132222,63.57,Biweekly,Salary,G12,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-893,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,On-site,E300003,Richard Thompson,richard.thompson@financecorp.com,1,8,8,,Meets Expectations,4,2025-05-07,2026-03-29,No,Low,Medium,Intermediate,Enrolled,198,40,7.33 hours per pay period,PPO Plan,401k,6,US Citizen,,,Verified,Cleared,Passed,EN300446,BADGE3446,2016-06-01,,,Yes,2018-06-10,33,Analyst,PhD
E300447,Robert,A,Davis,Robert,robert.davis@financecorp.com,(902) 935-8694,(395) 751-7479,1981-08-19,38,Male,White,Not Hispanic,Not a Veteran,No,Married,2024-07-09,2024-07-09,1,19,Active,Full-time,Tax Specialist,FIN9667,Finance,Accounting,Tax,M2,66058,31.76,Biweekly,Salary,G10,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-394,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,On-site,E300012,Richard Thompson,richard.thompson@financecorp.com,0,0,4,,Exceeds Expectations,2,2025-09-06,2026-08-12,No,Low,Low,Advanced,Enrolled,110,71,7.33 hours per pay period,PPO Plan,401k,5,US Citizen,,,Verified,Cleared,Passed,EN300447,BADGE3447,2024-07-09,,,Yes,,2,,PhD
E300448,Mary,,Jones,Mary,mary.jones@financecorp.com,(328) 612-9612,(957) 340-6724,1980-07-07,42,Female,Hispanic,Not Hispanic,Not a Veteran,No,Single,2017-11-03,2017-11-03,8,100,Active,Full-time,Controller,FIN7987,Finance,Accounting,Controller,M1,79914,38.42,Biweekly,Salary,G8,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-588,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,Hybrid,E300005,Richard Thompson,richard.thompson@financecorp.com,0,0,5,,Meets Expectations,3,2025-10-29,2026-06-11,Yes,High,High,Advanced,Enrolled,200,50,7.33 hours per pay period,HDHP Plan,401k,8,US Citizen,,,Verified,Cleared,Passed,EN300448,BADGE3448,2017-11-03,,,Yes,2020-09-17,16,,PhD
E300449,Elizabeth,,Johnson,Elizabeth,elizabeth.johnson@financecorp.com,(782) 598-3017,(941) 511-7372,1987-01-18,39,Male,Asian,Hispanic,Not a Veteran,No,Married,2024-02-01,2024-02-01,2,24,Active,Full-time,Relationship Manager,FIN4340,Finance,Accounting,Relationship,IC3,73182,35.18,Biweekly,Salary,G10,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-866,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,On-site,E300007,Richard Thompson,richard.thompson@financecorp.com,1,8,3,,Exceeds Expectations,2,2025-09-16,2026-07-14,No,Medium,Medium,Intermediate,Enrolled,94,55,7.33 hours per pay period,HDHP Plan,401k,6,US Citizen,,,Verified,Cleared,Passed,EN300449,BADGE3449,2024-02-01,,,Yes,,7,,Master's
E300450,John,M,Thomas,John,john.thomas@financecorp.com,(979) 615-8923,(410) 757-8107,1994-09-10,54,Female,Asian,Not Hispanic,Not a Veteran,No,Divorced,2025-12-03,2025-12-03,0,2,Active,Full-time,Wealth Advisor,FIN8104,Finance,Accounting,Wealth,IC5,88310,42.46,Biweekly,Salary,G6,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-780,"Chicago, IL",Chicago,IL,United States,USA,60601,Chicago Financial District,Office,On-site,E300012,Richard Thompson,richard.thompson@financecorp.com,0,0,7,,Meets Expectations,4,2025-05-12,2026-07-13,No,Low,High,Intermediate,Enrolled,101,79,7.33 hours per pay period,HDHP Plan,401k,10,US Citizen,,,Verified,Cleared,Passed,EN300450,BADGE3450,2025-12-03,,,Yes,,1,,Bachelor's
E300451,Mary,M,Anderson,Mary,mary.anderson@financecorp.com,(200) 923-5653,(277) 836-8850,1994-12-25,30,Male,Hispanic,Not Hispanic,Not a Veteran,No,Divorced,2024-04-01,2024-04-01,1,22,Active,Full-time,Accountant,FIN4281,Finance,Accounting,Accountant,IC5,64573,31.04,Biweekly,Salary,G8,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-763,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,On-site,E300024,Richard Thompson,richard.thompson@financecorp.com,0,0,4,,Exceeds Expectations,3,2025-08-18,2026-06-05,Yes,Low,High,Advanced,Enrolled,110,61,7.33 hours per pay period,PPO Plan,401k,6,US Citizen,,,Verified,Cleared,Passed,EN300451,BADGE3451,2024-04-01,,,Yes,,9,,Master's
E300452,Michael,B,Brown,Michael,michael.brown@financecorp.com,(222) 621-3618,(734) 270-2114,1989-11-01,34,Male,White,Hispanic,Not a Veteran,No,Single,2019-12-04,2019-12-04,6,75,Active,Full-time,Equity Research Analyst,FIN9079,Finance,Investment Banking,Equity,IC3,109940,52.86,Biweekly,Salary,G9,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-993,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,On-site,E300017,Richard Thompson,richard.thompson@financecorp.com,0,0,3,,Meets Expectations,3,2025-03-27,2026-03-29,No,Low,Medium,Advanced,Enrolled,123,78,7.33 hours per pay period,PPO Plan,401k,6,US Citizen,,,Verified,Cleared,Passed,EN300452,BADGE3452,2019-12-04,,,Yes,2021-03-22,3,,PhD
E300453,Michael,J,Thomas,Michael,michael.thomas@financecorp.com,(725) 947-8277,(857) 739-7024,1992-01-13,26,Female,Black,Not Hispanic,Not a Veteran,No,Married,2016-08-06,2016-08-06,9,115,Active,Full-time,VP Finance,FIN6929,Finance,Accounting,VP,IC5,198588,95.47,Biweekly,Salary,G9,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-758,"Chicago, IL",Chicago,IL,United States,USA,60601,Chicago Financial District,Office,On-site,E300021,Richard Thompson,richard.thompson@financecorp.com,0,0,4,,Meets Expectations,4,2025-12-14,2026-03-30,No,Low,High,Advanced,Enrolled,125,52,7.33 hours per pay period,HDHP Plan,401k,5,US Citizen,,,Verified,Cleared,Passed,EN300453,BADGE3453,2016-08-06,,,Yes,2018-06-03,59,,MBA
E300454,James,,Williams,James,james.williams@financecorp.com,(642) 623-6457,(642) 319-7084,1986-06-12,37,Male,Asian,Not Hispanic,Not a Veteran,No,Married,2018-05-08,2018-05-08,7,94,Active,Full-time,Investment Banker,FIN9400,Finance,Investment Banking,Investment,IC4,188533,90.64,Biweekly,Salary,G12,USD,1.0,40,No,Investment Banking,Corporate Finance,Investment Services,CC-FIN-728,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,On-site,E300015,Richard Thompson,richard.thompson@financecorp.com,0,0,8,,Needs Improvement,2,2025-06-19,2026-07-03,No,Medium,Medium,Intermediate,Enrolled,88,46,7.33 hours per pay period,HDHP Plan,401k,4,US Citizen,,,Verified,Cleared,Passed,EN300454,BADGE3454,2018-05-08,,,Yes,2019-05-18,79,Analyst,Master's
E300455,William,C,Anderson,William,william.anderson@financecorp.com,(885) 213-6639,(246) 783-3377,1978-06-24,55,Female,White,Hispanic,Not a Veteran,No,Married,2022-05-04,2022-05-04,3,46,Active,Full-time,Credit Analyst,FIN2654,Finance,Investment Banking,Credit,M2,98716,47.46,Biweekly,Salary,G8,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-483,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,On-site,E300019,Richard Thompson,richard.thompson@financecorp.com,0,0,5,,Needs Improvement,2,2025-03-03,2026-07-20,No,Medium,Medium,Intermediate,Enrolled,117,58,7.33 hours per pay period,PPO Plan,401k,4,US Citizen,,,Verified,Cleared,Passed,EN300455,BADGE3455,2022-05-04,,,Yes,2026-01-12,7,,Bachelor's
E300456,Linda,,Brown,Linda,linda.brown@financecorp.com,(717) 811-7163,(346) 417-2813,1997-02-01,56,Male,Hispanic,Not Hispanic,Not a Veteran,No,Married,2019-06-24,2019-06-24,6,80,Active,Full-time,Investment Banker,FIN9877,Finance,Investment Banking,Investment,IC1,140731,67.66,Biweekly,Salary,G9,USD,1.0,40,No,Investment Banking,Corporate Finance,Investment Services,CC-FIN-237,"Chicago, IL",Chicago,IL,United States,USA,60601,Chicago Financial District,Office,On-site,E300012,Richard Thompson,richard.thompson@financecorp.com,0,0,3,,Exceeds Expectations,2,2025-06-27,2026-07-19,No,Low,Low,Intermediate,Enrolled,151,51,7.33 hours per pay period,HDHP Plan,401k,6,US Citizen,,,Verified,Cleared,Passed,EN300456,BADGE3456,2019-06-24,,,Yes,2021-09-03,27,Analyst,Bachelor's
E300457,Robert,R,Johnson,Robert,robert.johnson@financecorp.com,(556) 389-7296,(538) 330-6845,2001-02-11,45,Male,White,Not Hispanic,Not a Veteran,No,Single,2022-03-06,2022-03-06,3,48,Active,Full-time,Equity Research Analyst,FIN9691,Finance,Investment Banking,Equity,IC2,91451,43.97,Biweekly,Salary,G9,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-399,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,On-site,E300023,Richard Thompson,richard.thompson@financecorp.com,0,0,4,,Meets Expectations,4,2025-05-15,2026-05-06,Yes,High,Low,Expert,Enrolled,85,64,7.33 hours per pay period,PPO Plan,401k,8,US Citizen,,,Verified,Cleared,Passed,EN300457,BADGE3457,2022-03-06,,,Yes,2023-12-15,32,,Master's
